geneNames	transcriptNames	id	fc	pval	qval
.	gene-PA4391	4509	23.1329339465705	0.0204334885475421	0.947188505654787
.	gene-PA1388	1418	0.109899730612395	0.0211292281661898	0.947188505654787
serA	gene-PA0316	321	7.91405139026403	0.021170104521173	0.947188505654787
.	gene-PA1764	1801	0.0175068109538233	0.0211911100848978	0.947188505654787
pbpC	gene-PA2272	2319	284.640645545269	0.0214288060073731	0.947188505654787
ubiG	gene-PA3171	3249	443.291937762643	0.021737146572369	0.947188505654787
.	gene-PA0041a	43	7.9313289742271	0.0217720346743027	0.947188505654787
.	gene-PA1645	1682	1.60993982921141	0.0219657988390618	0.947188505654787
hflK	gene-PA4942	5097	7.40488660911396e-21	0.0226654783327864	0.947188505654787
.	gene-PA3278	3357	355655340055.052	0.0228188030513181	0.947188505654787
.	gene-PA5474	5643	3816090.28776102	0.0231405374983912	0.947188505654787
pscH	gene-PA1721	1758	71643.3986956617	0.0231634948164425	0.947188505654787
.	gene-PA4185	4285	5.22149432348526	0.0234308899922364	0.947188505654787
.	gene-PA4434	4554	2804.67939624354	0.0236249490388061	0.947188505654787
lpdV	gene-PA2250	2297	3.66157832174882e-12	0.0239449456599354	0.947188505654787
.	rna-PA4280.5	4392	0.00177813215650699	0.0243506683805804	0.947188505654787
phnC	gene-PA3384	3468	0.0419209481286196	0.0248665541359187	0.947188505654787
.	gene-PA2142	2187	41770723.0245045	0.0249199043915778	0.947188505654787
.	gene-PA1024	1049	0.00987763625538455	0.0257503584341157	0.947188505654787
phzM	gene-PA4209	4309	4.71508646082466e-05	0.0262219449934227	0.947188505654787
chpD	gene-PA0416	421	0.0448539955681636	0.0265189840578871	0.947188505654787
.	gene-PA5079	5236	24.3954469744375	0.0266838399862288	0.947188505654787
estA	gene-PA5112	5268	5.75453097782484e-06	0.0271531627763515	0.947188505654787
.	gene-PA2292	2341	2569673.29787877	0.027667534411569	0.947188505654787
pqqC	gene-PA1987	2032	2.5649310036863e-05	0.0276812625677424	0.947188505654787
.	gene-PA3631	3726	1894.4498056368	0.0276970874216684	0.947188505654787
.	gene-PA4150	4250	700815.557675077	0.0277739703056266	0.947188505654787
phrS	rna-PA3305.1	3387	112755644.196431	0.0280506685500137	0.947188505654787
creD	gene-PA0465	471	0.000869329224705624	0.0282548515687207	0.947188505654787
sucA	gene-PA1585	1621	39.4875674892911	0.0283718478459467	0.947188505654787
bkdB	gene-PA2249	2296	4.57309844481185e-11	0.0284703603306861	0.947188505654787
.	gene-PA3290	3369	0.0113380066378415	0.0288145874865591	0.947188505654787
pvdP	gene-PA2392	2441	1362540.84384861	0.0289626142138292	0.947188505654787
.	rna-PA4280.2	4389	3.50637670904057e-05	0.0289806683000802	0.947188505654787
.	gene-PA3913	4011	34474503525.5399	0.0297124035127598	0.947188505654787
.	gene-PA5250	5411	2.62660744858614	0.0297627797866131	0.947188505654787
.	gene-PA0478	484	1142.22542129134	0.0297635514107791	0.947188505654787
panE	gene-PA4397	4515	0.00370119372650077	0.0299271852421215	0.947188505654787
.	gene-PA4440	4560	1264.79652253608	0.0299391624854859	0.947188505654787
.	gene-PA0987	1011	1.88378096271197	0.030056353799961	0.947188505654787
.	gene-PA0776	790	0.000207211175254437	0.0300719442475397	0.947188505654787
.	gene-PA2375	2424	3.95949481258963e-07	0.0305473781638433	0.947188505654787
.	gene-PA2788	2850	30.6407588251601	0.0309067450526285	0.947188505654787
pykF	gene-PA1498	1530	0.000178982739965385	0.0310577061088267	0.947188505654787
pgi	gene-PA4732	4882	20.4391983946996	0.0313505894403103	0.947188505654787
.	gene-PA2036	2082	1.24742578768729e-05	0.03142346474858	0.947188505654787
.	gene-PA3188	3266	1.44808734628647e-10	0.0316341866153007	0.947188505654787
.	gene-PA0545	552	829717656.256683	0.0321897681399174	0.947188505654787
fabB	gene-PA1609	1645	1145.26917433998	0.0323360292475856	0.947188505654787
.	gene-PA1459	1490	54.6702652672837	0.0327282429353619	0.947188505654787
flp	gene-PA4306	4421	0.000617673218079798	0.0327561011941028	0.947188505654787
ftsL	gene-PA4419	4538	2.36086033799578	0.032920155115157	0.947188505654787
.	gene-PA0203	207	14263.0219712488	0.0329668292424052	0.947188505654787
.	gene-PA3256	3333	361.490852405183	0.0337021996319481	0.947188505654787
.	gene-PA0543	550	0.0126040142281598	0.0340949082751341	0.947188505654787
.	gene-PA0368	374	0.00312266305209641	0.0342430180884987	0.947188505654787
.	gene-PA1542	1575	0.000939548178700957	0.0346438535936335	0.947188505654787
.	gene-PA2596	2651	5.56851807392614e-07	0.0348101467640414	0.947188505654787
.	rna-PA1112.1	1140	16.3350593899849	0.035011146044894	0.947188505654787
pscK	gene-PA1724	1761	2511418.49336241	0.0351104665139106	0.947188505654787
.	gene-PA2321	2371	0.000226308671596501	0.0353774221292146	0.947188505654787
opdP	gene-PA4501	4622	4.42066027687762e-13	0.0356265506692957	0.947188505654787
fha1	gene-PA0081	84	2075.25236186335	0.0359711731945955	0.947188505654787
.	gene-PA2606	2662	4.25566798088953	0.0360449107355983	0.947188505654787
hcnA	gene-PA2193	2239	853174541.418953	0.036173255578188	0.947188505654787
mdcD	gene-PA0211	215	1.26039876140123e-06	0.0363382895969817	0.947188505654787
.	gene-PA1647	1684	128.393364231865	0.0365680152099019	0.947188505654787
.	gene-PA0557	564	0.000155791623020965	0.0366059903334004	0.947188505654787
.	gene-PA5246	5407	262.032406708317	0.0366545942560933	0.947188505654787
pslA	gene-PA2231	2279	0.00945109899324899	0.0369548334034915	0.947188505654787
.	gene-PA2097	2142	5.14605624374273e-05	0.0370120338236194	0.947188505654787
.	gene-PA4374	4492	486.635396781079	0.0372547961031258	0.947188505654787
.	gene-PA5122	5278	178.833181140939	0.0373684483496158	0.947188505654787
.	gene-PA2297	2346	1.1846882897577e-10	0.0377049531101481	0.947188505654787
cupC1	gene-PA0992	1015	0.0329149673592753	0.0382671353174517	0.947188505654787
.	gene-PA0976	1000	0.00196976560740991	0.0383084603693218	0.947188505654787
.	gene-PA2050	2095	341.50064079998	0.0383648117049881	0.947188505654787
.	gene-PA2225	2273	0.00263460084636345	0.0387843230418549	0.947188505654787
nosD	gene-PA3393	3477	21714.7808792401	0.0395003699023965	0.947188505654787
femA	gene-PA1910	1957	61.4867988451333	0.0396408984583012	0.947188505654787
.	gene-PA1741	1778	37176.869071854	0.0398114295323793	0.947188505654787
.	gene-PA2223	2271	0.000160545221409702	0.0398411902083032	0.947188505654787
.	gene-PA3338	3420	2842.99049169654	0.0400950139321787	0.947188505654787
.	gene-PA5507	5675	1181787.19929198	0.0402046880974076	0.947188505654787
cdhR	gene-PA5389	5557	0.018843473472948	0.0403302231700704	0.947188505654787
.	gene-PA0709	722	24.5837294967782	0.0403628725111558	0.947188505654787
corA	gene-PA5268	5430	370.718771244451	0.0405665517732875	0.947188505654787
.	gene-PA3748	3844	99.6717272412322	0.0407218238450818	0.947188505654787
.	gene-PA0809	824	16636.4402297653	0.0407432563292393	0.947188505654787
creB	gene-PA0463	469	2479.4608385112	0.0410468852245598	0.947188505654787
.	gene-PA0719	732	0.00917564133587194	0.0412593047399851	0.947188505654787
hitA	gene-PA4687	4825	3.16743463088954e-06	0.0413650199875795	0.947188505654787
.	gene-PA3237	3314	0.109492161112357	0.0416121826201941	0.947188505654787
.	gene-PA2327	2377	5.26131894111647e-06	0.0420360910091095	0.947188505654787
.	gene-PA4838	4992	19790.6856264908	0.0423383578170329	0.947188505654787
braC	gene-PA1074	1100	1.47740253614177e-05	0.0423693893525767	0.947188505654787
.	gene-PA2284	2331	11987.924815169	0.0424281275169813	0.947188505654787
.	gene-PA2523	2574	284.531443483926	0.0426500241598273	0.947188505654787
.	gene-PA3044	3113	0.0419589837932115	0.0436052509756759	0.947188505654787
.	gene-PA3311	3393	0.000281094355659958	0.0436364706247552	0.947188505654787
pvcA	gene-PA2254	2301	391.412014833548	0.0436747751327187	0.947188505654787
.	rna-PA5369.2	5534	4.96463799582143e-05	0.0439796597570234	0.947188505654787
.	gene-PA2662	2718	7861157.98762971	0.0439834153690752	0.947188505654787
.	gene-PA3302	3381	13443211654240384	0.0441335213130024	0.947188505654787
pilN	gene-PA5043	5200	186208.241326346	0.044269119867077	0.947188505654787
.	gene-PA4791	4944	941.244450052196	0.0449371505607801	0.947188505654787
.	gene-PA2775	2836	5.43313900031807	0.0452324855061914	0.947188505654787
pcaB	gene-PA0230	234	17.2186133531444	0.0452800042344726	0.947188505654787
phhA	gene-PA0872	889	1522.54697459713	0.045670888015958	0.947188505654787
aspA	gene-PA5429	5597	1282940.07998086	0.0457532723296625	0.947188505654787
.	gene-PA0952	976	55089831.9830308	0.0458181006114616	0.947188505654787
.	gene-PA2683	2738	0.00131819845049783	0.0459072431062232	0.947188505654787
.	gene-PA0268	272	21.9272352276489	0.0464550177717584	0.947188505654787
mexE	gene-PA2493	2544	300.471594288544	0.0465121514590345	0.947188505654787
.	gene-PA2715	2770	0.000120823132621913	0.0466406277068605	0.947188505654787
.	gene-PA4473	4594	0.033086283891187	0.0468001208065251	0.947188505654787
.	gene-PA3847	3943	11.7001186506854	0.0468209757943401	0.947188505654787
.	gene-PA2333	2383	49.446450662946	0.0474352149435006	0.947188505654787
.	gene-PA3122	3197	0.0143894963753593	0.0479086398603867	0.947188505654787
pilR	gene-PA4547	4672	358.942634563635	0.0479159389827508	0.947188505654787
.	gene-PA5023	5180	0.0231918359195669	0.0480086148028608	0.947188505654787
.	gene-PA3428	3513	3.58201454219048e-06	0.0483061836344976	0.947188505654787
.	gene-PA2276	2323	4807.87306991027	0.0485164331353638	0.947188505654787
.	gene-PA1108	1134	43.2960828732325	0.0487870444784689	0.947188505654787
gltR	gene-PA3192	3270	1.22908402974111e-07	0.0489523199775981	0.947188505654787
rcpA	gene-PA4304	4417	35.6841936378684	0.0490419276773845	0.947188505654787
pfeA	gene-PA2688	2743	0.137691966290243	0.0490985340064836	0.947188505654787
.	gene-PA5195	5355	9666.21693736739	0.049480701180588	0.947188505654787
.	gene-PA3695	3790	0.00434867868373396	0.0495133247326727	0.947188505654787
.	gene-PA1269	1298	54.9704427215177	0.0497245836245195	0.947188505654787
.	gene-PA2721	2776	0.00243533295733681	0.0497730243777093	0.947188505654787
glgP	gene-PA2144	2190	0.00712839054080738	0.0498121837298895	0.947188505654787
